下一句是什么	poetry
的下一句	poetry
等于多少	calc
的立方根	calc
开根号	calc
的倒数	calc
等于几	calc
的商	calc
的积	calc
怎样煮	cookbook
怎样炒	cookbook
怎样蒸	cookbook
怎样炸	cookbook
怎么煮	cookbook
怎么炒	cookbook
怎么蒸	cookbook
怎么炸	cookbook
如何煮	cookbook
如何炒	cookbook
如何蒸	cookbook
如何炸	cookbook
星期几	datetime
查询日期	datetime
几个星期	datetime
发邮件	email
什么节目	epg
节目单	epg
节目表	epg
大乐透	lottery
七星彩	lottery
双色球	lottery
彩票	lottery
开奖	lottery
怎么治	health
怎样治	health
地理位置	map
赛程	match
发信息	message
发条短信	message
发条消息	message
发条信息	message
发短消息	message
发短信	message
放歌	music
的歌	music
首歌	music
唱一首	music
放一首	music
播一首	music
的火车	train
放首	music
唱首	music
播首	music
灯谜	riddle
字谜	riddle
谜语	riddle
脑筋急转弯	riddle
提醒我	schedule
设置提醒	schedule
设定提醒	schedule
设定闹钟	schedule
设置闹钟	schedule
股票	stock
涨跌幅	stock
打电话	telephone
拨打	telephone
接听	telephone
订机票	flight
翻译	translation
英语怎么	translation
英文怎么	translation
的英语	translation
电影院	cinemas
电影城	cinemas
热门电影	cinemas
新建联系人	contacts
添加联系人	contacts
节目单	epg
节目表	epg
古诗	poetry
诗词	poetry
的诗	poetry
李白	poetry
唐诗	poetry
股票	stock
股价	stock
上证指数	stock
天气	weather
首歌	music
打电话	telephone
拨打	telephone
拨号	telephone
短信	message
发短信	message
发信息给	message
航班	flight
飞机	flight
英语怎么	translation
英文怎么	translation
用英文	translation
翻译	translation
的新闻	news
听新闻	news
么治	health
治疗	health
网站	website
谜语	riddle
脑筋筋急转	riddle
灯谜	riddle
字谜	riddle
联系人	contacts
提醒	schedule
日程	schedule
调频	radio
广播	radio
电台	radio
fm	radio
开奖	lottery
乐透	lottery
奖号	lottery
5选	lottery
选5	lottery
七乐	lottery
乐彩	lottery
彩票	lottery
双色球	lottery
七星彩	lottery
福彩	lottery
3D试机号	lottery
排列3	lottery
排列5	lottery
电影院	cinemas
电影城	cinemas
平方	calc
方根	calc
次方	calc
邮件	email
赛程	match
赛时	match
恒大	match
赛事	match
坐车	bus
小说	novel
